,name,city,country,region,members,fullurl,created,past_events,upcoming_events,visibility,last_event
707,Statistics Meet n’ Greet,New York,USA,US/Canada,70,https://www.meetup.com/New-York-Applied-Statistics-Meetup-Group/,14-03-2020,0,0,public,01-01-1970
713,EPIC Centre for Quantum Computing,Kozhikode,India,Asia,693,https://www.meetup.com/EPICCenterforQuantumComputing/,29-11-2017,54,0,public,10-06-2021
733,Kolkata Data Science Meetup,Kolkata,India,Asia,977,https://www.meetup.com/Kolkata-Data-Science-Meetup/,03-12-2014,1,0,public,16-12-2014
735,London Probability Theory Meetup,London,United Kingdom,Europe,127,https://www.meetup.com/London-Probability-Theory-Meetup/,09-04-2017,0,0,public,01-01-1970
736,Stan Users - Boston/Camberville,Cambridge,USA,US/Canada,402,https://www.meetup.com/Stan-Users-Boston-Camberville/,02-09-2015,17,0,public,23-01-2019
737,Bayesian Data Analysis,New York,USA,US/Canada,1802,https://www.meetup.com/bda-group/,22-04-2014,37,1,public,19-05-2021
739,Brooklyn Advanced Marketing Methods,Brooklyn,USA,US/Canada,16,https://www.meetup.com/Brooklyn-Advanced-Marketing-Methods/,12-02-2019,0,0,public,01-01-1970
741,Meetup: Bayesian Econometrics,Medellín,Colombia,Latin America,50,https://www.meetup.com/Meetup-Bayesian-Econometrics/,23-06-2016,0,0,public,01-01-1970
742,St. Louis Machine Learning & Data Science,Saint Louis,USA,US/Canada,2351,https://www.meetup.com/St-Louis-Machine-Learning/,17-07-2012,93,0,public,11-05-2021
743,ODSC London Data Science,London,United Kingdom,Europe,6679,https://www.meetup.com/London-Data-Science-ODSC/,29-06-2015,149,5,public,08-06-2021
744,San Francisco Data Science ODSC,San Francisco,USA,US/Canada,4104,https://www.meetup.com/San-Francisco-ODSC/,26-06-2015,177,1,public,02-06-2021
745,France KNIME Users,Paris,France,Europe,335,https://www.meetup.com/Paris-KNIME-Users/,27-04-2015,32,1,public,01-06-2021
747,ODSC Data Science Boston,Cambridge,USA,US/Canada,2838,https://www.meetup.com/odsc-open-source-data-science/,09-09-2013,205,1,public,02-06-2021
749,PyData Athens,Athens,Greece,Europe,1179,https://www.meetup.com/PyData-Athens/,13-04-2018,15,0,public,11-11-2020
750,Quants for good,New York,USA,US/Canada,3612,https://www.meetup.com/quantsforgood/,01-11-2013,15,0,public,23-08-2017
751,Silicon Valley Data Science Journal Club,Mountain View,USA,US/Canada,941,https://www.meetup.com/Silicon-Valley-Data-Science-Journal-Club/,01-07-2013,46,0,public,31-10-2017
752,PyData Istanbul,Istanbul,Turkey,Europe,1448,https://www.meetup.com/PyData-Istanbul/,07-11-2016,8,0,public,11-11-2017
754,BigNumber Austin,Austin,USA,US/Canada,160,https://www.meetup.com/bignumber-austin/,26-08-2020,9,0,public,05-03-2021
755,Boston-area Women in Bioinformatics,Cambridge,USA,US/Canada,989,https://www.meetup.com/boston-area-womens-bioinformatics/,27-03-2015,41,1,public_limited,21-04-2021
756,MiraiLabs | Data Science Workshops,Zürich,Switzerland,Europe,168,https://www.meetup.com/MiraiLabs-Data-Science-Workshops/,24-06-2019,1,0,public,24-09-2019
757,PyData Cardiff Meetup,Cardiff,United Kingdom,Europe,938,https://www.meetup.com/PyData-Cardiff-Meetup/,06-02-2018,12,0,public,11-02-2020
758,Data Science Floripa,Florianópolis,Brazil,Latin America,1935,https://www.meetup.com/dsfloripa/,16-04-2015,17,0,public,18-02-2020
759,Colchester Scientific Programming Meetup Group,Colchester,United Kingdom,Europe,33,https://www.meetup.com/colchester-scientific-programming-meetup-group/,08-03-2021,15,0,public,11-06-2021
760,Alpine Data Lovers,Garmisch-Partenkirchen,Germany,Europe,62,https://www.meetup.com/alpine-data-lovers/,18-12-2019,8,0,public,09-02-2021
762,"Toronto - Cognitive, AI & Data Science Meetup",Toronto,Canada,US/Canada,12724,https://www.meetup.com/Cognitive-Toronto/,17-03-2014,133,0,public,25-02-2021
763,"Datascience in Finance, Paris",Paris,France,Europe,556,https://www.meetup.com/Datascience-in-Finance-Paris/,23-06-2015,4,0,public,12-07-2017
764,Find a Tech Job,London,United Kingdom,Europe,4919,https://www.meetup.com/Find-A-tech-Job-In-London/,24-05-2012,53,0,public,03-11-2020
765,Bath Machine Learning Meetup,Bath,United Kingdom,Europe,726,https://www.meetup.com/BathML/,03-10-2016,34,0,public,23-04-2020
766,NYCFinance,New York,USA,US/Canada,301,https://www.meetup.com/NYCFinance/,17-02-2018,181,3,public,08-06-2021
767,Seacoast (ME/NH) Data Science Meetup,Portsmouth,USA,US/Canada,129,https://www.meetup.com/Seacoast-ME-NH-Data-Science-Meetup/,15-01-2016,1,0,public,09-02-2016
768,Chicago Indie Hackers,Chicago,USA,US/Canada,355,https://www.meetup.com/Chicago-Indie-Hackers/,28-03-2018,13,0,public,29-07-2020
769,LABDATA - FIA,São Paulo,Brazil,Latin America,1391,https://www.meetup.com/labdata-fia/,05-02-2020,24,0,public,01-06-2021
770,Dutch Data Science Meetup Group,Delft,Netherlands,Europe,1093,https://www.meetup.com/Dutch-Data-Science-Meetup-Group/,09-03-2015,6,0,public,25-05-2018
771,Timeseries Forecasting and Event Analytics Melbourne Meetup,Melbourne,Australia,Australia,1164,https://www.meetup.com/Timeseries-Forecasting-and-Event-Analytics-Melbourne-Meetup/,23-05-2018,14,0,public,05-11-2020
772,ODSC New York Accelerate AI (AIx),New York,USA,US/Canada,3104,https://www.meetup.com/New-York-ODSC/,29-06-2015,173,1,public,02-06-2021
773,Lyon Data Science,Lyon,France,Europe,3292,https://www.meetup.com/Lyon-Data-Science/,24-08-2015,53,0,public,01-06-2021
774,Hitchin Data Science Meetup Group,Hitchin,United Kingdom,Europe,58,https://www.meetup.com/Hitchin-Data-Science-Meetup-Group/,23-08-2019,5,0,public,19-02-2020
775,Burlington Data Scientists,Burlington,USA,US/Canada,788,https://www.meetup.com/Burlington-Data-Scientists/,31-07-2013,75,0,public,04-03-2020
776,Code•It! Little Rock Dev Meetup,Little Rock,USA,US/Canada,270,https://www.meetup.com/Code-It-Little-Rock-Dev-Meetup/,09-03-2016,6,0,public,02-05-2017
777,Colombo Haskell Meetup,Dehiwala-Mount Lavinia,Sri Lanka,Asia,377,https://www.meetup.com/Colombo-Haskell-Meetup/,30-03-2017,0,0,public,01-01-1970
778,Chicago Cloud Foundry User Group,Chicago,USA,US/Canada,1530,https://www.meetup.com/Chicago-Cloud-Foundry-User-Group/,30-06-2014,17,0,public,07-05-2019
779,Singapore Apache Druid® Meetup by Imply,Singapore,Singapore,Asia,53,https://www.meetup.com/Singapore-Apache-Druid-Meetup-by-Imply/,07-01-2020,5,0,public,15-12-2020
780,Scala for Startups is merged into SF Scala,San Francisco,USA,US/Canada,249,https://www.meetup.com/Scala-for-Startups/,10-09-2011,18,0,public,28-03-2013
781,Bay Area Apache Druid® Meetup by Imply,Burlingame,USA,US/Canada,2218,https://www.meetup.com/druidio/,05-03-2013,45,1,public,27-05-2021
782,Applied Machine Learning by Cubonacci,Amsterdam,Netherlands,Europe,307,https://www.meetup.com/Applied-Machine-Learning-by-Cubonacci/,18-11-2019,3,0,public,21-05-2020
783,Bay Area Chromatin and Epigenomics Group,San Francisco,USA,US/Canada,428,https://www.meetup.com/bay-area-chromatin-and-epigenomics-group/,21-12-2019,15,0,public,26-05-2021
784,Pune Big Data Analytics Meetup,Pune,India,Asia,5724,https://www.meetup.com/meetup-group-mBrnrixQ/,22-03-2017,305,0,public,28-04-2020
785,Kaohsiung Python Meetup,Kaohsiung,Taiwan,Asia,655,https://www.meetup.com/Kaohsiung-Python-Meetup/,09-10-2015,48,0,public,03-01-2020
786,ATLytiCS: Analytics For Good,Atlanta,USA,US/Canada,1826,https://www.meetup.com/ATLytiCS-Analytics-For-Good/,23-06-2018,18,0,public,24-05-2021
787,San Diego Data Science Learners,San Diego,USA,US/Canada,64,https://www.meetup.com/san-diego-data-science-learners/,13-04-2021,1,0,public,28-05-2021
788,SwissAI Geneva Meetup,Genève,Switzerland,Europe,505,https://www.meetup.com/SwissAI-Geneva/,12-01-2011,9,0,public,23-09-2020
789,Open Cities Lab,Durban,South Africa,Africa,568,https://www.meetup.com/Open-Cities-Lab/,18-05-2015,56,0,public,03-03-2018
790,Greenville Data Science & Analytics Meetup,Greenville,USA,US/Canada,560,https://www.meetup.com/Greenville-Data-Science-Analytics-Meetup/,16-09-2015,23,0,public_limited,03-12-2019
791,Chicago Big Data,Chicago,USA,US/Canada,3205,https://www.meetup.com/Chicago-Big-Data/,31-01-2011,92,0,public,02-11-2017
792,Data Visualization Group in the Bay Area,San Francisco,USA,US/Canada,8076,https://www.meetup.com/visualizemydata/,16-08-2010,95,0,public,09-06-2021
793,Data Science Brest,Brest,France,Europe,694,https://www.meetup.com/Data-Science-Brest/,10-11-2016,37,0,public,29-04-2021
795,Midwest Julia Users,Chicago,USA,US/Canada,152,https://www.meetup.com/Midwest-Julia-Users/,13-10-2016,3,1,public,24-07-2020
796,Julia User Group Munich,München,Germany,Europe,287,https://www.meetup.com/Julia-User-Group-Munich/,08-01-2020,14,0,public,03-05-2021
797,Milwaukee Data Science,Milwaukee,USA,US/Canada,516,https://www.meetup.com/Milwaukee-Data-Science/,30-10-2013,12,0,public,10-10-2019
798,Data Science Women,Denver,USA,US/Canada,669,https://www.meetup.com/data-science-women/,03-11-2018,7,0,public,01-02-2020
799,AI in Financial Services,Frankfurt,Germany,Europe,302,https://www.meetup.com/AI-Big-Data-and-Network-Analysis-in-Financial-Services/,26-01-2018,4,0,public,25-05-2021
800,Newbury AI Meetup,Newbury,United Kingdom,Europe,407,https://www.meetup.com/Newbury-AI-Meetup/,24-08-2018,34,0,public_limited,15-04-2021
801,Argentina Data Science Meetup,Buenos Aires,Argentina,Latin America,4047,https://www.meetup.com/Argentina-Data-Science-Meetup/,26-01-2016,11,0,public,03-10-2019
